endorser,category,candidate,endorsement
San Francisco Building & Construction Trades Council,"Member, Board of Supervisors, District 5",Dean Preston,No
San Francisco Building & Construction Trades Council,"Member, Board of Supervisors, District 5",London Breed,Yes
San Francisco Building & Construction Trades Council,"Member, Board of Supervisors, District 7",Ben Matranga,Yes
San Francisco Building & Construction Trades Council,"Member, Board of Supervisors, District 7",Joel Engardio,No
San Francisco Building & Construction Trades Council,"Member, Board of Supervisors, District 7",John Farrell,No
San Francisco Building & Construction Trades Council,"Member, Board of Supervisors, District 7",Mike Young,No
San Francisco Building & Construction Trades Council,"Member, Board of Supervisors, District 7",Norman Yee,Yes
San Francisco Building & Construction Trades Council,"Member, Board of Supervisors, District 9",Hillary Ronen,No
San Francisco Building & Construction Trades Council,"Member, Board of Supervisors, District 9",Iswari Espana,No
San Francisco Building & Construction Trades Council,"Member, Board of Supervisors, District 9",Joshua Arce,Yes
San Francisco Building & Construction Trades Council,"Member, Board of Supervisors, District 9",Melissa San Miguel,No
San Francisco Building & Construction Trades Council,"Member, Community College Board",Alex Randolph,NA
San Francisco Building & Construction Trades Council,"Member, Community College Board",Dr. Amy Bacharach,NA
San Francisco Building & Construction Trades Council,"Member, Community College Board",Rafael Mandelman,NA
San Francisco Building & Construction Trades Council,"Member, Community College Board",Shanell Williams,NA
San Francisco Building & Construction Trades Council,"Member, Community College Board",Tom Temprano,NA
San Francisco Building & Construction Trades Council,"Member, State Assembly, District 17",David Chiu,NA
San Francisco Building & Construction Trades Council,"Member, State Assembly, District 17",Matthew Del Carlo,NA
San Francisco Building & Construction Trades Council,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",NA
San Francisco Building & Construction Trades Council,"Member, State Assembly, District 19",Phil Ting,NA
San Francisco Building & Construction Trades Council,"State Senator, District 11",Jane Kim,NA
San Francisco Building & Construction Trades Council,"State Senator, District 11",Scott Wiener,NA
San Francisco Building & Construction Trades Council,"United States Representative, District 12",Nancy Pelosi,NA
San Francisco Building & Construction Trades Council,"United States Representative, District 12",Preston Picus,NA
San Francisco Building & Construction Trades Council,"United States Representative, District 13",Barbara Lee,NA
San Francisco Building & Construction Trades Council,"United States Representative, District 13",Sue Caro,NA
San Francisco Building & Construction Trades Council,"United States Representative, District 14",Angel Cardenas,NA
San Francisco Building & Construction Trades Council,"United States Representative, District 14",Jackie Speier,NA
San Francisco Building & Construction Trades Council,President and Vice President,Donald J. Trump and Michael R. Pence,NA
San Francisco Building & Construction Trades Council,President and Vice President,Gary Johnson and Bill Weld,NA
San Francisco Building & Construction Trades Council,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,NA
San Francisco Building & Construction Trades Council,President and Vice President,Hillary Clinton and Tim Kaine,NA
San Francisco Building & Construction Trades Council,President and Vice President,Jill Stein and Ajamu Baraka,NA
San Francisco Building & Construction Trades Council,Regional Proposition,RR,Yes
San Francisco Building & Construction Trades Council,SF Proposition,A,Yes
San Francisco Building & Construction Trades Council,SF Proposition,B,Yes
San Francisco Building & Construction Trades Council,SF Proposition,C,Yes
San Francisco Building & Construction Trades Council,SF Proposition,D,No
San Francisco Building & Construction Trades Council,SF Proposition,E,Yes
San Francisco Building & Construction Trades Council,SF Proposition,F,No
San Francisco Building & Construction Trades Council,SF Proposition,G,Yes
San Francisco Building & Construction Trades Council,SF Proposition,H,No
San Francisco Building & Construction Trades Council,SF Proposition,I,Yes
San Francisco Building & Construction Trades Council,SF Proposition,J,Yes
San Francisco Building & Construction Trades Council,SF Proposition,K,Yes
San Francisco Building & Construction Trades Council,SF Proposition,L,No
San Francisco Building & Construction Trades Council,SF Proposition,M,No
San Francisco Building & Construction Trades Council,SF Proposition,N,Yes
San Francisco Building & Construction Trades Council,SF Proposition,O,Yes
San Francisco Building & Construction Trades Council,SF Proposition,P,No
San Francisco Building & Construction Trades Council,SF Proposition,Q,Yes
San Francisco Building & Construction Trades Council,SF Proposition,R,Yes
San Francisco Building & Construction Trades Council,SF Proposition,S,No
San Francisco Building & Construction Trades Council,SF Proposition,T,Abstain
San Francisco Building & Construction Trades Council,SF Proposition,U,No
San Francisco Building & Construction Trades Council,SF Proposition,V,Yes
San Francisco Building & Construction Trades Council,SF Proposition,W,Yes
San Francisco Building & Construction Trades Council,SF Proposition,X,Abstain
San Francisco Building & Construction Trades Council,State Proposition,51,Yes
San Francisco Building & Construction Trades Council,State Proposition,52,Abstain
San Francisco Building & Construction Trades Council,State Proposition,53,No
San Francisco Building & Construction Trades Council,State Proposition,54,Abstain
San Francisco Building & Construction Trades Council,State Proposition,55,Abstain
San Francisco Building & Construction Trades Council,State Proposition,56,Abstain
San Francisco Building & Construction Trades Council,State Proposition,57,Abstain
San Francisco Building & Construction Trades Council,State Proposition,58,Abstain
San Francisco Building & Construction Trades Council,State Proposition,59,Abstain
San Francisco Building & Construction Trades Council,State Proposition,60,Abstain
San Francisco Building & Construction Trades Council,State Proposition,61,Abstain
San Francisco Building & Construction Trades Council,State Proposition,62,Abstain
San Francisco Building & Construction Trades Council,State Proposition,63,Abstain
San Francisco Building & Construction Trades Council,State Proposition,64,Abstain
San Francisco Building & Construction Trades Council,State Proposition,65,Abstain
San Francisco Building & Construction Trades Council,State Proposition,66,Abstain
San Francisco Building & Construction Trades Council,State Proposition,67,Abstain
San Francisco Building & Construction Trades Council,United States Senator,Kamala D. Harris,NA
San Francisco Building & Construction Trades Council,United States Senator,Loretta L. Sanchez,NA
San Francisco Chronicle,"BART Director, District 7",Lateefah Simon,NA
San Francisco Chronicle,"BART Director, District 7",Roland Emerson,NA
San Francisco Chronicle,"BART Director, District 7",Will Roscoe,NA
San Francisco Chronicle,"BART Director, District 7",Zakhary Mallett,NA
San Francisco Chronicle,"BART Director, District 9",Bevan Dufty,NA
San Francisco Chronicle,"BART Director, District 9",Gywneth Borden,NA
San Francisco Chronicle,"BART Director, District 9",Michael Petraeus,NA
San Francisco Chronicle,"Judge of the Superior Court, Office No 7",Paul Henderson,No
San Francisco Chronicle,"Judge of the Superior Court, Office No 7",Victor Hwang,Yes
San Francisco Chronicle,"Member, Board of Education",Ian Kalin,No
San Francisco Chronicle,"Member, Board of Education",Jill Wynns,Yes
San Francisco Chronicle,"Member, Board of Education",Mark Sanchez,No
San Francisco Chronicle,"Member, Board of Education",Matt Haney,Yes
San Francisco Chronicle,"Member, Board of Education",Phil Kim,No
San Francisco Chronicle,"Member, Board of Education",Rachel Norton,Yes
San Francisco Chronicle,"Member, Board of Education",Rob Geller,No
San Francisco Chronicle,"Member, Board of Education",Stevon Cook,Yes
San Francisco Chronicle,"Member, Board of Education",Trevor McNeil,No
San Francisco Chronicle,"Member, Board of Supervisors, District 1",Andy Thornley,No
San Francisco Chronicle,"Member, Board of Supervisors, District 1",Brian J. Larkin,No
San Francisco Chronicle,"Member, Board of Supervisors, District 1",David Lee,No
San Francisco Chronicle,"Member, Board of Supervisors, District 1",Jason Jungreis,No
San Francisco Chronicle,"Member, Board of Supervisors, District 1",Jonathan Lyens,No
San Francisco Chronicle,"Member, Board of Supervisors, District 1",Marjan Philhour,Yes
San Francisco Chronicle,"Member, Board of Supervisors, District 1",Richie Greenberg,No
San Francisco Chronicle,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,No
San Francisco Chronicle,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,No
San Francisco Chronicle,"Member, Board of Supervisors, District 11",Ahsha Safai,Yes
San Francisco Chronicle,"Member, Board of Supervisors, District 11",Berta Hernandez,No
San Francisco Chronicle,"Member, Board of Supervisors, District 11",Francisco Herrera,No
San Francisco Chronicle,"Member, Board of Supervisors, District 11",Kim Alvarenga,No
San Francisco Chronicle,"Member, Board of Supervisors, District 11",Magdalena de Guzman,No
San Francisco Chronicle,"Member, Board of Supervisors, District 3",Aaron Peskin,Yes
San Francisco Chronicle,"Member, Board of Supervisors, District 3",Tim E. Donnelly,No
San Francisco Chronicle,"Member, Board of Supervisors, District 5",Dean Preston,No
San Francisco Chronicle,"Member, Board of Supervisors, District 5",London Breed,Yes
San Francisco Chronicle,"Member, Board of Supervisors, District 7",Ben Matranga,No
San Francisco Chronicle,"Member, Board of Supervisors, District 7",Joel Engardio,Yes
San Francisco Chronicle,"Member, Board of Supervisors, District 7",John Farrell,No
San Francisco Chronicle,"Member, Board of Supervisors, District 7",Mike Young,No
San Francisco Chronicle,"Member, Board of Supervisors, District 7",Norman Yee,No
San Francisco Chronicle,"Member, Board of Supervisors, District 9",Hillary Ronen,No
San Francisco Chronicle,"Member, Board of Supervisors, District 9",Iswari Espana,No
San Francisco Chronicle,"Member, Board of Supervisors, District 9",Joshua Arce,Yes
San Francisco Chronicle,"Member, Board of Supervisors, District 9",Melissa San Miguel,No
San Francisco Chronicle,"Member, Community College Board",Alex Randolph,Yes
San Francisco Chronicle,"Member, Community College Board",Dr. Amy Bacharach,Yes
San Francisco Chronicle,"Member, Community College Board",Rafael Mandelman,Yes
San Francisco Chronicle,"Member, Community College Board",Shanell Williams,Yes
San Francisco Chronicle,"Member, Community College Board",Tom Temprano,No
San Francisco Chronicle,"Member, State Assembly, District 17",David Chiu,NA
San Francisco Chronicle,"Member, State Assembly, District 17",Matthew Del Carlo,NA
San Francisco Chronicle,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",NA
San Francisco Chronicle,"Member, State Assembly, District 19",Phil Ting,NA
San Francisco Chronicle,"State Senator, District 11",Jane Kim,No
San Francisco Chronicle,"State Senator, District 11",Scott Wiener,Yes
San Francisco Chronicle,"United States Representative, District 12",Nancy Pelosi,NA
San Francisco Chronicle,"United States Representative, District 12",Preston Picus,NA
San Francisco Chronicle,"United States Representative, District 13",Barbara Lee,NA
San Francisco Chronicle,"United States Representative, District 13",Sue Caro,NA
San Francisco Chronicle,"United States Representative, District 14",Angel Cardenas,NA
San Francisco Chronicle,"United States Representative, District 14",Jackie Speier,NA
San Francisco Chronicle,President and Vice President,Donald J. Trump and Michael R. Pence,No
San Francisco Chronicle,President and Vice President,Gary Johnson and Bill Weld,No
San Francisco Chronicle,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,No
San Francisco Chronicle,President and Vice President,Hillary Clinton and Tim Kaine,Yes
San Francisco Chronicle,President and Vice President,Jill Stein and Ajamu Baraka,No
San Francisco Chronicle,Regional Proposition,RR,Yes
San Francisco Chronicle,SF Proposition,A,Yes
San Francisco Chronicle,SF Proposition,B,Yes
San Francisco Chronicle,SF Proposition,C,Yes
San Francisco Chronicle,SF Proposition,D,No
San Francisco Chronicle,SF Proposition,E,No
San Francisco Chronicle,SF Proposition,F,No
San Francisco Chronicle,SF Proposition,G,Yes
San Francisco Chronicle,SF Proposition,H,No
San Francisco Chronicle,SF Proposition,I,No
San Francisco Chronicle,SF Proposition,J,Yes
San Francisco Chronicle,SF Proposition,K,Yes
San Francisco Chronicle,SF Proposition,L,No
San Francisco Chronicle,SF Proposition,M,No
San Francisco Chronicle,SF Proposition,N,No
San Francisco Chronicle,SF Proposition,O,Yes
San Francisco Chronicle,SF Proposition,P,No
San Francisco Chronicle,SF Proposition,Q,No
San Francisco Chronicle,SF Proposition,R,No
San Francisco Chronicle,SF Proposition,S,No
San Francisco Chronicle,SF Proposition,T,Yes
San Francisco Chronicle,SF Proposition,U,No
San Francisco Chronicle,SF Proposition,V,Yes
San Francisco Chronicle,SF Proposition,W,No
San Francisco Chronicle,SF Proposition,X,No
San Francisco Chronicle,State Proposition,51,Yes
San Francisco Chronicle,State Proposition,52,Yes
San Francisco Chronicle,State Proposition,53,No
San Francisco Chronicle,State Proposition,54,Yes
San Francisco Chronicle,State Proposition,55,No
San Francisco Chronicle,State Proposition,56,Yes
San Francisco Chronicle,State Proposition,57,Yes
San Francisco Chronicle,State Proposition,58,Yes
San Francisco Chronicle,State Proposition,59,Yes
San Francisco Chronicle,State Proposition,60,No
San Francisco Chronicle,State Proposition,61,No
San Francisco Chronicle,State Proposition,62,Yes
San Francisco Chronicle,State Proposition,63,Yes
San Francisco Chronicle,State Proposition,64,Yes
San Francisco Chronicle,State Proposition,65,No
San Francisco Chronicle,State Proposition,66,No
San Francisco Chronicle,State Proposition,67,Yes
San Francisco Chronicle,United States Senator,Kamala D. Harris,Yes
San Francisco Chronicle,United States Senator,Loretta L. Sanchez,No
San Francisco District 11 Democratic Club,"BART Director, District 7",Lateefah Simon,NA
San Francisco District 11 Democratic Club,"BART Director, District 7",Roland Emerson,NA
San Francisco District 11 Democratic Club,"BART Director, District 7",Will Roscoe,NA
San Francisco District 11 Democratic Club,"BART Director, District 7",Zakhary Mallett,NA
San Francisco District 11 Democratic Club,"BART Director, District 9",Bevan Dufty,Yes
San Francisco District 11 Democratic Club,"BART Director, District 9",Gywneth Borden,No
San Francisco District 11 Democratic Club,"BART Director, District 9",Michael Petraeus,No
San Francisco District 11 Democratic Club,"Judge of the Superior Court, Office No 7",Paul Henderson,NA
San Francisco District 11 Democratic Club,"Judge of the Superior Court, Office No 7",Victor Hwang,NA
San Francisco District 11 Democratic Club,"Member, Board of Education",Ian Kalin,No
San Francisco District 11 Democratic Club,"Member, Board of Education",Jill Wynns,No
San Francisco District 11 Democratic Club,"Member, Board of Education",Mark Sanchez,Yes
San Francisco District 11 Democratic Club,"Member, Board of Education",Matt Haney,Yes
San Francisco District 11 Democratic Club,"Member, Board of Education",Phil Kim,No
San Francisco District 11 Democratic Club,"Member, Board of Education",Rachel Norton,Yes
San Francisco District 11 Democratic Club,"Member, Board of Education",Rob Geller,No
San Francisco District 11 Democratic Club,"Member, Board of Education",Stevon Cook,Yes
San Francisco District 11 Democratic Club,"Member, Board of Education",Trevor McNeil,No
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 1",Andy Thornley,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 1",Brian J. Larkin,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 1",David Lee,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 1",Jason Jungreis,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 1",Jonathan Lyens,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 1",Marjan Philhour,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 1",Richie Greenberg,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 11",Ahsha Safai,No
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 11",Berta Hernandez,No
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 11",Francisco Herrera,No
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 11",Kim Alvarenga,Yes
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 11",Magdalena de Guzman,No
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 3",Aaron Peskin,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 3",Tim E. Donnelly,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 5",Dean Preston,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 5",London Breed,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 7",Ben Matranga,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 7",Joel Engardio,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 7",John Farrell,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 7",Mike Young,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 7",Norman Yee,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 9",Hillary Ronen,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 9",Iswari Espana,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 9",Joshua Arce,NA
San Francisco District 11 Democratic Club,"Member, Board of Supervisors, District 9",Melissa San Miguel,NA
San Francisco District 11 Democratic Club,"Member, Community College Board",Alex Randolph,No
San Francisco District 11 Democratic Club,"Member, Community College Board",Dr. Amy Bacharach,No
San Francisco District 11 Democratic Club,"Member, Community College Board",Rafael Mandelman,Yes
San Francisco District 11 Democratic Club,"Member, Community College Board",Shanell Williams,Yes
San Francisco District 11 Democratic Club,"Member, Community College Board",Tom Temprano,Yes
San Francisco District 11 Democratic Club,"Member, State Assembly, District 17",David Chiu,Yes
San Francisco District 11 Democratic Club,"Member, State Assembly, District 17",Matthew Del Carlo,No
San Francisco District 11 Democratic Club,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",No
San Francisco District 11 Democratic Club,"Member, State Assembly, District 19",Phil Ting,Yes
San Francisco District 11 Democratic Club,"State Senator, District 11",Jane Kim,Yes
San Francisco District 11 Democratic Club,"State Senator, District 11",Scott Wiener,No
San Francisco District 11 Democratic Club,"United States Representative, District 12",Nancy Pelosi,Yes
San Francisco District 11 Democratic Club,"United States Representative, District 12",Preston Picus,No
San Francisco District 11 Democratic Club,"United States Representative, District 13",Barbara Lee,NA
San Francisco District 11 Democratic Club,"United States Representative, District 13",Sue Caro,NA
San Francisco District 11 Democratic Club,"United States Representative, District 14",Angel Cardenas,No
San Francisco District 11 Democratic Club,"United States Representative, District 14",Jackie Speier,Yes
San Francisco District 11 Democratic Club,President and Vice President,Donald J. Trump and Michael R. Pence,No
San Francisco District 11 Democratic Club,President and Vice President,Gary Johnson and Bill Weld,No
San Francisco District 11 Democratic Club,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,No
San Francisco District 11 Democratic Club,President and Vice President,Hillary Clinton and Tim Kaine,Yes
San Francisco District 11 Democratic Club,President and Vice President,Jill Stein and Ajamu Baraka,No
San Francisco District 11 Democratic Club,Regional Proposition,RR,Yes
San Francisco District 11 Democratic Club,SF Proposition,A,Yes
San Francisco District 11 Democratic Club,SF Proposition,B,Yes
San Francisco District 11 Democratic Club,SF Proposition,C,Yes
San Francisco District 11 Democratic Club,SF Proposition,D,Yes
San Francisco District 11 Democratic Club,SF Proposition,E,Yes
San Francisco District 11 Democratic Club,SF Proposition,F,Yes
San Francisco District 11 Democratic Club,SF Proposition,G,Yes
San Francisco District 11 Democratic Club,SF Proposition,H,Yes
San Francisco District 11 Democratic Club,SF Proposition,I,Yes
San Francisco District 11 Democratic Club,SF Proposition,J,Yes
San Francisco District 11 Democratic Club,SF Proposition,K,Yes
San Francisco District 11 Democratic Club,SF Proposition,L,Yes
San Francisco District 11 Democratic Club,SF Proposition,M,Yes
San Francisco District 11 Democratic Club,SF Proposition,N,Yes
San Francisco District 11 Democratic Club,SF Proposition,O,No
San Francisco District 11 Democratic Club,SF Proposition,P,No
San Francisco District 11 Democratic Club,SF Proposition,Q,No
San Francisco District 11 Democratic Club,SF Proposition,R,No
San Francisco District 11 Democratic Club,SF Proposition,S,Yes
San Francisco District 11 Democratic Club,SF Proposition,T,Yes
San Francisco District 11 Democratic Club,SF Proposition,U,No
San Francisco District 11 Democratic Club,SF Proposition,V,Yes
San Francisco District 11 Democratic Club,SF Proposition,W,Yes
San Francisco District 11 Democratic Club,SF Proposition,X,Yes
San Francisco District 11 Democratic Club,State Proposition,51,Abstain
San Francisco District 11 Democratic Club,State Proposition,52,Yes
San Francisco District 11 Democratic Club,State Proposition,53,No
San Francisco District 11 Democratic Club,State Proposition,54,No
San Francisco District 11 Democratic Club,State Proposition,55,Yes
San Francisco District 11 Democratic Club,State Proposition,56,Abstain
San Francisco District 11 Democratic Club,State Proposition,57,Abstain
San Francisco District 11 Democratic Club,State Proposition,58,Abstain
San Francisco District 11 Democratic Club,State Proposition,59,Abstain
San Francisco District 11 Democratic Club,State Proposition,60,Abstain
San Francisco District 11 Democratic Club,State Proposition,61,Abstain
San Francisco District 11 Democratic Club,State Proposition,62,Abstain
San Francisco District 11 Democratic Club,State Proposition,63,Abstain
San Francisco District 11 Democratic Club,State Proposition,64,Abstain
San Francisco District 11 Democratic Club,State Proposition,65,Abstain
San Francisco District 11 Democratic Club,State Proposition,66,Abstain
San Francisco District 11 Democratic Club,State Proposition,67,Abstain
San Francisco District 11 Democratic Club,United States Senator,Kamala D. Harris,Yes
San Francisco District 11 Democratic Club,United States Senator,Loretta L. Sanchez,No
San Francisco Examiner,"BART Director, District 7",Lateefah Simon,Yes
San Francisco Examiner,"BART Director, District 7",Roland Emerson,No
San Francisco Examiner,"BART Director, District 7",Will Roscoe,No
San Francisco Examiner,"BART Director, District 7",Zakhary Mallett,No
San Francisco Examiner,"BART Director, District 9",Bevan Dufty,Yes
San Francisco Examiner,"BART Director, District 9",Gywneth Borden,No
San Francisco Examiner,"BART Director, District 9",Michael Petraeus,No
San Francisco Examiner,"Judge of the Superior Court, Office No 7",Paul Henderson,No
San Francisco Examiner,"Judge of the Superior Court, Office No 7",Victor Hwang,Yes
San Francisco Examiner,"Member, Board of Education",Ian Kalin,No
San Francisco Examiner,"Member, Board of Education",Jill Wynns,Yes
San Francisco Examiner,"Member, Board of Education",Mark Sanchez,No
San Francisco Examiner,"Member, Board of Education",Matt Haney,Yes
San Francisco Examiner,"Member, Board of Education",Phil Kim,No
San Francisco Examiner,"Member, Board of Education",Rachel Norton,Yes
San Francisco Examiner,"Member, Board of Education",Rob Geller,No
San Francisco Examiner,"Member, Board of Education",Stevon Cook,Yes
San Francisco Examiner,"Member, Board of Education",Trevor McNeil,No
San Francisco Examiner,"Member, Board of Supervisors, District 1",Andy Thornley,No
San Francisco Examiner,"Member, Board of Supervisors, District 1",Brian J. Larkin,No
San Francisco Examiner,"Member, Board of Supervisors, District 1",David Lee,No
San Francisco Examiner,"Member, Board of Supervisors, District 1",Jason Jungreis,No
San Francisco Examiner,"Member, Board of Supervisors, District 1",Jonathan Lyens,Yes
San Francisco Examiner,"Member, Board of Supervisors, District 1",Marjan Philhour,No
San Francisco Examiner,"Member, Board of Supervisors, District 1",Richie Greenberg,No
San Francisco Examiner,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,Yes
San Francisco Examiner,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,No
San Francisco Examiner,"Member, Board of Supervisors, District 11",Ahsha Safai,Abstain
San Francisco Examiner,"Member, Board of Supervisors, District 11",Berta Hernandez,Abstain
San Francisco Examiner,"Member, Board of Supervisors, District 11",Francisco Herrera,Abstain
San Francisco Examiner,"Member, Board of Supervisors, District 11",Kim Alvarenga,Abstain
San Francisco Examiner,"Member, Board of Supervisors, District 11",Magdalena de Guzman,Abstain
San Francisco Examiner,"Member, Board of Supervisors, District 3",Aaron Peskin,Yes
San Francisco Examiner,"Member, Board of Supervisors, District 3",Tim E. Donnelly,No
San Francisco Examiner,"Member, Board of Supervisors, District 5",Dean Preston,No
San Francisco Examiner,"Member, Board of Supervisors, District 5",London Breed,Yes
San Francisco Examiner,"Member, Board of Supervisors, District 7",Ben Matranga,No
San Francisco Examiner,"Member, Board of Supervisors, District 7",Joel Engardio,Yes
San Francisco Examiner,"Member, Board of Supervisors, District 7",John Farrell,No
San Francisco Examiner,"Member, Board of Supervisors, District 7",Mike Young,No
San Francisco Examiner,"Member, Board of Supervisors, District 7",Norman Yee,No
San Francisco Examiner,"Member, Board of Supervisors, District 9",Hillary Ronen,Yes
San Francisco Examiner,"Member, Board of Supervisors, District 9",Iswari Espana,No
San Francisco Examiner,"Member, Board of Supervisors, District 9",Joshua Arce,No
San Francisco Examiner,"Member, Board of Supervisors, District 9",Melissa San Miguel,No
San Francisco Examiner,"Member, Community College Board",Alex Randolph,Yes
San Francisco Examiner,"Member, Community College Board",Dr. Amy Bacharach,No
San Francisco Examiner,"Member, Community College Board",Rafael Mandelman,Yes
San Francisco Examiner,"Member, Community College Board",Shanell Williams,Yes
San Francisco Examiner,"Member, Community College Board",Tom Temprano,Yes
San Francisco Examiner,"Member, State Assembly, District 17",David Chiu,Yes
San Francisco Examiner,"Member, State Assembly, District 17",Matthew Del Carlo,No
San Francisco Examiner,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",No
San Francisco Examiner,"Member, State Assembly, District 19",Phil Ting,Yes
San Francisco Examiner,"State Senator, District 11",Jane Kim,Yes
San Francisco Examiner,"State Senator, District 11",Scott Wiener,No
San Francisco Examiner,"United States Representative, District 12",Nancy Pelosi,Yes
San Francisco Examiner,"United States Representative, District 12",Preston Picus,No
San Francisco Examiner,"United States Representative, District 13",Barbara Lee,NA
San Francisco Examiner,"United States Representative, District 13",Sue Caro,NA
San Francisco Examiner,"United States Representative, District 14",Angel Cardenas,No
San Francisco Examiner,"United States Representative, District 14",Jackie Speier,Yes
San Francisco Examiner,President and Vice President,Donald J. Trump and Michael R. Pence,No
San Francisco Examiner,President and Vice President,Gary Johnson and Bill Weld,No
San Francisco Examiner,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,No
San Francisco Examiner,President and Vice President,Hillary Clinton and Tim Kaine,Yes
San Francisco Examiner,President and Vice President,Jill Stein and Ajamu Baraka,No
San Francisco Examiner,Regional Proposition,RR,Yes
San Francisco Examiner,SF Proposition,A,Yes
San Francisco Examiner,SF Proposition,B,Yes
San Francisco Examiner,SF Proposition,C,Yes
San Francisco Examiner,SF Proposition,D,Yes
San Francisco Examiner,SF Proposition,E,Yes
San Francisco Examiner,SF Proposition,F,Yes
San Francisco Examiner,SF Proposition,G,Yes
San Francisco Examiner,SF Proposition,H,Yes
San Francisco Examiner,SF Proposition,I,Yes
San Francisco Examiner,SF Proposition,J,Yes
San Francisco Examiner,SF Proposition,K,Yes
San Francisco Examiner,SF Proposition,L,Yes
San Francisco Examiner,SF Proposition,M,Yes
San Francisco Examiner,SF Proposition,N,Yes
San Francisco Examiner,SF Proposition,O,Yes
San Francisco Examiner,SF Proposition,P,No
San Francisco Examiner,SF Proposition,Q,No
San Francisco Examiner,SF Proposition,R,No
San Francisco Examiner,SF Proposition,S,Yes
San Francisco Examiner,SF Proposition,T,Yes
San Francisco Examiner,SF Proposition,U,No
San Francisco Examiner,SF Proposition,V,Yes
San Francisco Examiner,SF Proposition,W,Yes
San Francisco Examiner,SF Proposition,X,Yes
San Francisco Examiner,State Proposition,51,NA
San Francisco Examiner,State Proposition,52,NA
San Francisco Examiner,State Proposition,53,NA
San Francisco Examiner,State Proposition,54,NA
San Francisco Examiner,State Proposition,55,NA
San Francisco Examiner,State Proposition,56,NA
San Francisco Examiner,State Proposition,57,NA
San Francisco Examiner,State Proposition,58,NA
San Francisco Examiner,State Proposition,59,NA
San Francisco Examiner,State Proposition,60,NA
San Francisco Examiner,State Proposition,61,NA
San Francisco Examiner,State Proposition,62,NA
San Francisco Examiner,State Proposition,63,NA
San Francisco Examiner,State Proposition,64,NA
San Francisco Examiner,State Proposition,65,NA
San Francisco Examiner,State Proposition,66,NA
San Francisco Examiner,State Proposition,67,NA
San Francisco Examiner,United States Senator,Kamala D. Harris,Yes
San Francisco Examiner,United States Senator,Loretta L. Sanchez,No
San Francisco Human Services Network,"BART Director, District 7",Lateefah Simon,NA
San Francisco Human Services Network,"BART Director, District 7",Roland Emerson,NA
San Francisco Human Services Network,"BART Director, District 7",Will Roscoe,NA
San Francisco Human Services Network,"BART Director, District 7",Zakhary Mallett,NA
San Francisco Human Services Network,"BART Director, District 9",Bevan Dufty,NA
San Francisco Human Services Network,"BART Director, District 9",Gywneth Borden,NA
San Francisco Human Services Network,"BART Director, District 9",Michael Petraeus,NA
San Francisco Human Services Network,"Judge of the Superior Court, Office No 7",Paul Henderson,NA
San Francisco Human Services Network,"Judge of the Superior Court, Office No 7",Victor Hwang,NA
San Francisco Human Services Network,"Member, Board of Education",Ian Kalin,NA
San Francisco Human Services Network,"Member, Board of Education",Jill Wynns,NA
San Francisco Human Services Network,"Member, Board of Education",Mark Sanchez,NA
